Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
M,E,U,6,67,78,52,21
F,A,O,90,31,68,39,79
F,A,U,8,29,71,57,22
F,A,Y,17,35,44,48,22
M,C,Y,32,41,14,42,35
M,E,U,13,64,55,48,21
M,D,M,46,26,2,70,52
M,D,U,14,46,52,43,30
M,C,O,67,52,14,33,67
F,B,O,82,13,44,47,86
F,D,O,72,28,22,44,65
M,B,O,94,47,81,47,69
F,A,M,63,33,9,75,47
M,D,M,47,117,2,71,56
M,D,O,71,48,20,57,91
M,B,O,70,23,19,53,78
F,D,Y,20,33,37,41,22
F,D,O,72,27,22,52,20
F,C,U,10,33,64,53,96
F,A,O,70,66,19,64,93
F,A,M,56,53,4,71,63
M,D,U,13,45,55,61,23
M,E,O,95,22,85,55,84
M,B,M,62,41,8,67,54
F,E,M,56,42,4,63,87
M,E,M,43,48,4,62,48
M,D,Y,24,44,28,31,37
M,E,O,83,28,47,55,67
M,B,Y,38,32,7,42,42
F,E,M,56,42,4,64,93
F,B,U,9,38,68,43,58
M,A,Y,17,42,44,55,36
F,D,Y,19,29,39,58,87
F,C,M,47,46,2,67,56
M,E,O,71,34,20,44,91
F,B,M,48,55,2,66,84
F,A,M,60,31,6,70,100
F,D,M,55,29,3,69,91
M,A,M,53,42,2,76,51
M,E,O,94,23,81,52,91
F,B,O,85,15,52,40,37
F,B,Y,38,60,7,54,53
M,B,O,67,37,14,54,66
M,E,M,50,45,2,68,48
F,B,O,79,15,37,47,75
F,E,U,14,63,52,46,33
M,C,Y,32,41,14,38,44
F,E,O,82,29,44,58,51
M,D,M,51,32,2,67,48
F,C,M,49,46,2,65,34
F,B,M,48,20,2,62,76
F,C,M,46,45,2,75,85
M,B,O,72,43,22,57,94
M,D,M,53,32,2,78,48
M,C,Y,26,39,24,37,38
F,E,U,13,64,55,36,23
F,A,U,7,70,74,58,21
F,C,O,90,111,68,57,82
F,B,Y,30,64,17,43,25
F,A,U,7,20,74,59,71
F,B,Y,26,52,24,44,77
M,D,O,85,34,52,44,68
F,A,M,58,61,5,71,40
F,E,M,61,40,7,64,21
F,C,Y,35,42,10,45,34
F,C,Y,34,41,12,49,33
F,A,M,59,68,6,74,43
M,C,U,8,33,71,52,12
F,B,U,14,44,52,56,65
F,B,Y,36,60,9,60,48
F,D,O,66,30,13,49,82
F,D,U,5,26,81,57,73
M,B,U,12,24,58,42,24
F,A,U,8,22,71,45,67
M,D,M,48,50,2,72,54
M,A,Y,24,69,28,42,39
F,A,U,12,36,58,44,25
F,E,Y,29,56,19,55,53
M,A,U,12,28,58,46,16
F,D,M,51,39,2,72,84
F,E,U,14,63,52,53,75
F,D,Y,17,37,44,50,72
M,A,Y,18,26,42,42,43
M,A,M,42,58,4,78,59
F,C,M,41,44,5,71,22
F,A,M,45,47,3,69,86
M,C,Y,38,43,7,56,41
F,D,O,85,49,52,60,32
F,D,M,40,35,6,70,72
M,C,Y,31,40,16,50,39
M,A,U,10,35,64,42,15
F,E,O,95,22,85,41,35
F,E,Y,34,53,12,49,65
F,C,M,60,50,6,78,94
F,E,M,51,44,2,74,35
M,A,O,84,43,50,49,93
F,C,M,50,47,2,68,77
F,D,U,7,45,74,59,88
F,B,Y,20,55,37,58,67
M,E,U,14,63,52,48,11
F,B,U,8,112,71,44,26
M,D,M,49,32,2,68,47
F,A,O,75,43,28,40,46
F,D,O,76,47,30,56,35
M,D,U,13,45,55,59,26
M,E,U,12,64,58,47,19
F,C,M,55,48,3,68,85
M,D,U,9,38,68,43,23
M,E,U,7,66,74,60,13
M,D,U,14,46,52,52,11
M,B,U,12,55,58,45,19
M,B,M,58,43,5,74,56
M,C,O,87,59,58,45,87
M,D,M,40,38,6,67,59
M,D,M,58,31,5,75,49
F,C,O,78,56,34,46,99
F,A,U,5,69,81,58,86
M,D,U,8,26,71,51,16
M,E,M,42,49,4,57,51
M,A,M,57,16,4,70,53
M,B,O,75,49,28,47,87
M,C,U,6,32,78,55,18
F,A,O,88,68,61,45,24
F,E,Y,33,54,13,43,94
F,D,M,58,45,5,67,49
M,A,M,49,56,2,75,50
M,B,Y,33,41,13,49,41
F,B,U,13,50,55,45,28
F,C,M,59,50,6,60,28
M,D,M,45,44,3,73,46
M,D,O,93,30,78,49,70
F,C,M,63,51,9,66,91
M,B,O,94,33,81,55,92
M,B,O,76,35,30,52,68
M,C,Y,19,36,39,66,41
F,D,M,47,40,2,70,99
M,D,O,79,41,37,53,74
M,E,Y,38,51,7,45,43
F,A,O,67,18,14,52,50
F,B,U,10,39,64,46,54
M,E,U,10,65,64,57,23
M,B,U,12,43,58,49,16
M,D,U,8,30,71,52,27
F,E,O,75,32,28,57,70
F,C,M,49,46,2,72,87
M,D,M,49,45,2,73,49
M,D,Y,25,29,26,45,39
M,C,O,81,57,42,49,83
F,C,O,78,56,34,55,41
F,E,M,50,45,2,68,99
F,C,O,81,57,42,55,53
M,C,M,56,49,4,72,58
F,D,M,58,30,5,74,71
F,C,M,47,46,2,64,66
F,B,O,91,17,71,40,75
M,A,M,60,30,6,76,47
F,A,U,7,50,74,47,20
M,E,Y,32,54,14,62,44
M,B,Y,33,52,13,42,39
M,D,M,59,41,6,71,53
F,C,U,5,32,81,46,60
M,D,Y,29,47,19,47,37
F,E,M,63,38,9,74,75
F,E,M,42,49,4,66,64
M,D,U,6,49,78,45,29
F,D,Y,29,29,19,49,21
M,C,Y,33,41,13,49,36
F,C,U,13,34,55,61,91
M,B,M,60,53,6,77,58
M,C,O,90,60,68,46,84
F,D,M,46,46,2,76,22
M,C,Y,37,42,8,46,43
F,D,M,49,34,2,69,68
F,C,M,55,48,3,73,75
F,B,M,59,29,6,65,96
F,D,Y,19,30,39,43,61
F,B,O,95,115,85,51,58
M,D,O,73,42,24,54,69
F,A,M,61,19,7,70,53
F,D,Y,24,42,28,45,49
M,C,Y,29,40,19,35,41
F,D,O,87,37,58,50,72
M,B,M,42,51,4,73,51
M,C,Y,18,36,42,59,36
F,C,M,42,44,4,79,40
F,D,O,71,46,20,48,86
F,A,U,14,22,52,55,56
F,A,O,71,51,20,30,60
M,C,O,90,60,68,40,85
M,E,M,41,50,5,72,56
F,D,U,9,37,68,36,59
F,B,Y,21,58,34,36,97
M,A,M,57,39,4,70,54
F,B,O,92,16,74,55,98
F,B,M,58,48,5,74,74
M,C,O,85,58,52,54,73
M,D,Y,39,39,6,39,39
M,E,M,41,50,5,68,60
F,E,M,57,42,4,77,56
M,C,U,5,32,81,52,29
F,E,O,93,24,78,51,69
M,C,Y,33,41,13,47,45
F,D,U,8,37,71,53,83
M,B,U,11,34,61,58,30
F,B,M,45,44,3,74,50
F,A,Y,17,23,44,44,35
M,E,O,89,26,64,47,76
F,B,U,7,41,74,46,57
F,A,U,15,19,50,51,94
F,D,O,73,47,24,51,60
F,E,U,5,68,81,43,73
M,E,U,10,65,64,48,22
F,E,U,10,65,64,40,45
F,B,U,13,59,55,54,76
F,B,Y,25,50,26,35,36
M,E,O,69,36,17,47,88
M,B,M,46,57,2,71,58
F,B,Y,23,67,30,46,37
M,A,M,58,58,5,72,47
M,B,O,76,59,30,43,93
M,E,Y,27,56,22,43,37
F,C,O,82,57,44,47,81
M,D,Y,20,27,37,37,45
M,B,O,68,35,16,61,88
F,B,U,11,27,61,56,40
F,A,Y,35,66,10,49,82
M,C,O,72,54,22,42,91
F,A,O,90,31,68,51,43
M,D,U,10,44,64,54,16
F,C,M,50,47,2,71,98
M,B,O,85,30,52,60,69
F,A,M,59,62,6,75,96
M,A,Y,18,39,42,52,40
M,C,U,13,34,55,50,27
F,E,M,59,40,6,83,47
M,D,U,13,36,55,54,16
F,D,O,95,35,85,53,86
M,A,O,74,44,26,47,88
M,A,M,58,69,5,71,59
M,A,U,9,64,68,52,28
F,C,O,75,55,28,58,37
F,D,O,86,37,55,58,89
M,B,M,59,39,6,65,59
F,C,M,62,51,8,74,63
F,A,M,45,23,3,72,100
F,D,Y,24,28,28,60,28
F,A,U,9,53,68,51,56
F,E,M,40,50,6,66,78
F,E,U,14,63,52,51,81
F,D,O,93,50,78,42,23
F,C,U,10,33,64,53,78
F,D,O,91,36,71,48,46
M,D,U,12,34,58,56,23
F,B,Y,16,61,47,37,83
M,A,M,50,35,2,69,53
F,E,O,74,33,26,63,28
F,A,M,53,36,2,69,60
F,D,U,11,36,61,54,73
M,C,Y,17,36,44,37,40
M,A,U,14,41,52,49,29
F,C,M,45,45,3,70,27
F,E,O,70,112,19,54,63
M,C,Y,30,40,17,50,38
F,C,M,54,48,3,68,37
M,B,O,92,21,74,57,94
M,A,U,10,16,64,52,17
M,B,M,64,52,10,69,53
M,B,U,5,49,81,42,10
M,C,U,12,34,58,53,24
M,B,M,54,21,3,68,50
M,C,Y,21,37,34,56,43
F,B,M,58,23,5,68,63
M,D,U,8,42,71,52,17
F,D,O,67,34,14,54,40
F,C,M,41,44,5,75,76
F,D,U,13,28,55,52,35
M,E,Y,30,55,17,46,39
F,A,M,53,40,2,66,31
F,A,O,86,35,55,53,42
M,B,Y,18,27,42,67,36
M,A,Y,28,29,20,63,37
F,D,M,48,27,2,66,97
F,E,Y,25,58,26,54,30
F,A,M,59,59,6,73,39
M,C,Y,24,38,28,39,42
F,E,Y,17,62,44,39,52
M,C,O,76,55,30,45,65
M,A,M,54,43,3,71,51
F,C,M,45,45,3,68,20
F,A,O,94,58,81,57,50
M,E,Y,17,62,44,48,39
M,A,U,9,35,68,59,19
M,B,U,6,25,78,51,16
F,E,M,48,46,2,72,87
M,A,U,13,33,55,53,15
F,D,O,88,34,61,55,56
M,B,U,14,28,52,62,29
F,E,O,86,27,55,50,26
M,E,Y,28,56,20,56,42
F,B,O,92,11,74,44,48
M,A,Y,26,55,24,54,44
F,B,Y,22,61,32,45,66
F,C,U,8,33,71,48,54
M,A,Y,39,53,6,44,36
F,D,M,50,35,2,70,80
M,E,M,57,42,4,68,47
F,E,O,85,28,52,56,21
F,C,O,85,58,52,41,67
M,B,O,89,38,64,53,74
M,E,U,6,67,78,53,18
F,D,O,80,29,39,36,26
M,D,Y,18,33,42,68,39
M,C,U,11,34,61,48,19
F,C,M,58,49,5,64,77
F,E,U,13,64,55,51,42
M,B,U,12,32,58,54,26
F,C,M,41,44,5,73,27
M,E,O,95,22,85,44,90
F,A,O,84,58,50,59,43
F,A,U,12,17,58,51,63
M,B,Y,24,58,28,51,38
F,C,U,6,32,78,54,76
F,B,Y,25,55,26,56,45
F,B,M,47,47,2,72,63
F,D,U,11,29,61,50,64
F,B,O,81,12,42,45,58
F,C,O,91,60,71,40,30
F,C,M,43,44,4,67,21
F,E,Y,30,55,17,54,77
F,D,U,9,38,68,52,29
M,C,O,71,54,20,51,84
M,A,U,9,45,68,56,15
F,A,Y,20,57,37,41,64
F,C,O,87,59,58,53,83
M,C,M,55,48,3,71,46
F,C,U,5,32,81,49,60
F,D,U,8,29,71,43,46
F,D,O,81,46,42,57,22
F,B,M,49,60,2,61,47
F,A,Y,26,57,24,43,68
M,B,Y,35,39,10,54,44
F,A,M,58,48,5,74,37
F,B,Y,30,69,17,69,44
F,D,M,56,34,4,66,45
M,A,M,41,38,5,73,49
F,D,U,5,50,81,47,44
M,C,Y,38,43,7,50,40
M,A,Y,20,66,37,58,41
F,B,Y,22,61,32,44,42
F,E,U,14,63,52,69,30
M,C,U,7,32,74,43,28
F,E,Y,17,62,44,44,96
M,C,U,11,34,61,60,27
M,E,M,46,47,2,65,48
M,D,O,71,37,20,49,92
F,D,O,92,42,74,52,76
F,B,U,15,32,50,49,29
F,D,U,10,49,64,53,65
F,C,U,7,32,74,39,54
F,A,U,12,40,58,35,68
F,D,O,95,40,85,53,26
M,B,U,7,49,74,64,28
M,D,O,85,45,52,53,69
F,C,M,41,44,5,70,91
M,C,M,53,48,2,74,51
F,D,Y,32,46,14,48,85
F,B,M,60,53,6,66,83
M,A,M,52,33,2,70,60
F,C,O,67,52,14,52,60
M,D,U,8,44,71,50,12
F,D,M,47,32,2,66,38
F,D,Y,38,35,7,53,62
F,E,O,81,30,42,49,55
F,B,O,70,19,19,31,94
M,E,U,8,66,71,47,25
F,E,Y,26,57,24,47,40
F,B,O,67,17,14,49,59
F,A,M,47,26,2,74,35
M,A,M,41,31,5,67,47
F,C,Y,18,36,42,48,61
F,E,U,6,67,78,51,71
F,B,Y,32,59,14,54,53
M,A,O,71,42,20,53,91
F,E,O,74,33,26,48,89
M,A,U,14,47,52,45,26
M,D,Y,25,48,26,60,44
F,C,Y,34,41,12,61,97
M,D,M,51,46,2,72,56
M,A,Y,31,52,16,55,40
M,B,M,48,59,2,68,52
M,A,U,8,50,71,45,22
F,C,U,15,35,50,44,62
M,D,U,5,48,81,49,18
M,C,Y,21,37,34,42,37
M,E,Y,23,58,30,46,42
M,B,O,86,54,55,34,73
M,B,M,46,30,2,73,55
F,A,Y,30,31,17,60,43
M,C,Y,18,36,42,43,44
M,E,O,91,24,71,59,70
F,E,Y,20,60,37,53,94
M,C,U,10,33,64,38,26
M,B,M,50,44,2,70,59
F,D,M,53,40,2,69,66
M,B,U,15,27,50,55,13
M,D,M,61,44,7,77,45
F,B,M,51,55,2,67,49
F,D,O,93,28,78,46,64
M,B,U,10,34,64,38,24
F,D,M,55,49,3,74,91
F,A,U,7,21,74,45,82
F,B,O,70,20,19,46,21
F,E,U,9,66,68,52,52
M,A,M,47,65,2,70,49
F,D,O,86,41,55,60,58
F,D,Y,33,30,13,44,33
M,E,Y,18,61,42,54,35
F,D,Y,20,43,37,43,54
M,D,M,50,36,2,75,45
M,B,Y,31,40,16,49,42
F,C,O,82,57,44,51,65
M,E,M,50,45,2,72,51
M,E,Y,24,58,28,47,35
F,B,U,12,21,58,39,88
M,E,M,51,44,2,74,59
F,C,M,48,46,2,71,56
F,A,M,58,58,5,71,59
M,E,O,77,32,32,63,90
F,E,U,6,67,78,42,46
F,D,M,54,25,3,75,67
M,C,M,45,45,3,67,52
F,D,Y,26,48,24,49,67
F,C,M,56,49,4,67,81
F,A,Y,33,28,13,33,40
F,C,O,66,52,13,49,29
F,A,U,10,32,64,55,83
M,D,O,86,29,55,60,88
F,D,Y,35,40,10,51,30
F,A,O,65,62,12,33,50
M,E,Y,27,56,22,39,43
M,B,O,77,22,32,65,74
M,C,O,91,60,71,58,75
M,C,Y,27,39,22,35,39
M,D,U,13,40,55,60,20
F,A,Y,33,68,13,44,77
M,C,O,83,58,47,44,95
F,D,Y,28,50,20,48,93
M,A,M,58,43,5,75,47
F,A,O,84,60,50,56,65
F,A,Y,21,63,34,41,72
M,D,M,52,48,2,78,55
F,E,O,90,25,68,39,37
F,C,Y,18,36,42,51,53
M,E,U,14,63,52,49,24
F,A,U,8,46,71,47,67
M,B,O,87,50,58,50,93
F,D,M,58,39,5,63,66
F,B,U,15,33,50,55,39
M,C,Y,39,43,6,65,40
M,B,U,15,32,50,55,13
F,A,O,88,32,61,67,65
M,C,Y,36,42,9,41,38
F,D,O,70,46,19,51,87
M,A,Y,34,21,12,58,40
M,D,U,6,36,78,54,11
F,B,O,88,17,61,41,72
F,C,M,63,51,9,70,67
F,C,U,13,34,55,48,38
M,B,O,65,24,12,46,76
M,D,Y,33,26,13,47,39
M,D,Y,34,28,12,48,37
M,B,Y,18,38,42,60,37
F,E,Y,23,58,30,60,22
F,C,Y,37,42,8,39,22
F,E,U,7,66,74,48,53
M,D,M,43,28,4,74,49
F,B,M,45,48,3,73,76
M,E,U,12,64,58,41,13
F,B,O,82,11,44,49,73
F,B,Y,31,63,16,46,93
F,A,Y,24,17,28,41,35
M,B,M,63,25,9,68,52
F,D,O,86,31,55,45,57
F,E,Y,17,62,44,54,37
M,B,M,59,23,6,80,54
M,A,M,46,54,2,74,54
M,B,O,77,52,32,56,90
M,A,O,80,65,39,48,84
M,A,U,10,69,64,47,19
F,E,Y,36,52,9,54,46
F,B,O,93,15,78,49,82
M,E,M,53,44,2,62,59
F,A,O,81,39,42,63,47
M,D,U,11,42,61,50,22
F,E,O,74,33,26,59,59
M,C,U,13,34,55,47,18
M,B,O,92,41,74,47,78
M,D,Y,35,27,10,44,38
F,C,U,9,33,68,52,30
F,A,O,86,114,55,41,88
F,E,U,12,64,58,50,81
M,C,U,14,35,52,51,26
M,A,M,46,67,2,58,59
M,D,O,83,49,47,50,78
M,B,M,50,32,2,74,57
F,B,U,14,50,52,53,65
M,E,M,51,44,2,70,49
M,E,Y,39,50,6,37,38
F,B,U,14,48,52,44,36
F,D,M,44,38,3,63,68
M,C,U,14,35,52,52,13
F,E,M,56,42,4,76,23
M,D,Y,38,34,7,43,41
F,A,O,77,41,32,46,78
F,D,Y,25,34,26,59,30
M,A,Y,24,54,28,34,44
F,E,O,75,32,28,47,92
F,B,Y,34,69,12,50,39
M,A,U,15,51,50,50,22
F,A,U,11,68,61,55,92
F,C,U,5,32,81,46,59
M,C,O,94,61,81,69,67
F,A,Y,28,25,20,43,61
M,C,O,80,57,39,55,74
M,C,U,11,34,61,46,22
F,E,O,82,29,44,57,47
F,E,U,8,66,71,58,23
M,D,U,5,47,81,48,17
M,D,U,10,35,64,51,30
M,B,M,44,25,3,74,54
M,B,U,10,56,64,50,18
M,E,O,74,33,26,57,95
M,A,U,6,44,78,46,24
M,A,U,13,45,55,44,21
F,C,U,13,34,55,53,31
F,C,M,48,46,2,74,37
M,C,U,8,33,71,49,18
F,B,O,73,17,24,50,22
M,E,M,42,49,4,64,54
M,C,O,70,53,19,52,80
M,D,M,53,35,2,69,55
M,D,U,10,25,64,52,29
F,A,O,70,17,19,38,61
M,E,O,73,34,24,51,83
F,E,O,85,28,52,44,73
M,D,O,70,33,19,47,81
M,A,O,90,40,68,52,93
M,E,O,81,30,42,49,88
F,D,U,10,37,64,60,33
M,D,U,10,33,64,31,27
F,A,O,69,49,17,46,92
F,C,Y,16,35,47,50,33
F,D,O,75,40,28,52,87
M,B,Y,19,39,39,54,35
M,B,O,66,24,13,44,72
M,E,Y,19,60,39,58,36
F,E,O,84,28,50,56,46
M,B,M,59,44,6,68,56
F,A,M,51,25,2,72,49
F,C,Y,21,37,34,59,66
F,B,O,83,16,47,52,45
F,D,O,72,46,22,57,45
F,A,M,43,31,4,68,47
M,D,U,6,48,78,50,17
M,B,O,79,112,37,48,65
F,C,M,40,43,6,72,63
F,D,U,10,42,64,45,32
F,B,M,44,54,3,67,54
F,B,U,9,51,68,43,70
M,B,Y,31,47,16,51,43
M,D,O,88,47,61,47,66
M,E,M,43,48,4,72,52
F,A,Y,18,42,42,54,44
M,D,Y,37,32,8,50,37
M,A,M,40,45,6,63,53
M,A,U,12,117,58,53,14
F,E,Y,35,52,10,71,64
F,B,M,44,51,3,72,70
F,B,U,5,51,81,51,41
F,A,U,8,49,71,49,49
F,C,M,49,46,2,72,32
F,D,O,92,30,74,63,80
M,E,O,87,26,58,50,86
M,C,M,63,51,9,75,53
F,A,M,53,15,2,75,25
F,B,U,10,27,64,45,96
F,D,O,70,36,19,47,83
F,D,M,54,40,3,74,37
F,E,O,74,33,26,39,69
M,A,U,8,54,71,56,15
F,C,U,9,33,68,46,41
F,B,Y,20,56,37,63,83
M,A,Y,35,53,10,50,44
M,A,Y,23,66,30,56,35
M,D,Y,38,39,7,46,37
F,A,Y,20,64,37,54,42
F,A,U,14,35,52,36,36
F,C,U,11,34,61,52,33
F,B,Y,24,51,28,53,83
F,D,U,10,26,64,51,90
F,B,M,44,55,3,72,52
M,D,U,9,43,68,48,26
M,E,O,95,22,85,42,89
F,C,Y,31,40,16,59,81
M,C,U,8,33,71,46,27
F,C,Y,21,37,34,52,49
F,B,Y,36,67,9,47,82
M,A,O,73,59,24,57,75
M,D,U,12,37,58,54,22
F,E,O,88,26,61,51,50
M,A,U,13,35,55,51,13
M,D,O,92,36,74,55,68
M,A,M,60,44,6,69,52
F,D,O,80,25,39,56,96
F,D,Y,21,28,34,61,80
M,D,M,45,39,3,73,59
F,A,U,5,27,81,55,67
F,B,O,85,15,52,62,96
F,D,U,8,36,71,54,88
M,D,Y,24,44,28,45,44
F,E,Y,23,58,30,54,84
F,B,Y,34,63,12,56,79
F,E,Y,29,56,19,56,20
M,B,O,83,42,47,48,79
F,A,Y,37,60,8,57,73
F,B,Y,34,113,12,37,42
M,C,Y,35,42,10,48,43
M,D,Y,25,45,26,56,44
F,D,U,9,47,68,45,95
F,A,U,9,67,68,51,73
F,E,O,84,28,50,57,56
M,A,U,12,36,58,65,21
M,C,U,12,34,58,45,18
F,B,U,14,60,52,51,93
F,C,U,10,33,64,54,50
M,D,U,15,26,50,45,10
M,C,M,42,44,4,83,60
M,A,M,60,41,6,68,47
M,D,U,13,49,55,41,19
M,C,U,14,35,52,37,14
F,A,M,59,37,6,67,99
F,D,Y,39,47,6,40,94
F,A,Y,18,50,42,56,40
M,E,O,81,30,42,48,75
M,A,U,12,19,58,52,21
F,B,M,60,47,6,69,97
M,B,M,49,34,2,65,50
F,E,M,61,40,7,73,93
F,B,M,62,50,8,68,44
M,A,Y,30,49,17,47,36
M,D,Y,31,34,16,42,43
M,A,M,55,67,3,74,47
M,D,Y,30,27,17,46,39
M,C,M,42,44,4,66,47
M,D,Y,36,29,9,46,43
M,C,M,53,48,2,61,53
F,C,O,95,62,85,45,96
M,D,O,87,32,58,43,77
F,A,O,71,111,20,53,99
M,B,M,48,31,2,66,46
F,C,O,68,53,16,51,48
F,C,M,57,49,4,74,63
F,A,O,91,43,71,50,61
F,D,O,68,28,16,62,63
M,A,M,52,34,2,72,60
M,E,O,95,22,85,41,68
F,A,U,13,111,55,52,95
M,D,U,11,42,61,34,24
M,E,M,43,48,4,67,50
M,E,M,51,44,2,70,52
F,D,U,14,31,52,42,83
F,B,U,10,37,64,55,43
F,B,O,77,13,32,52,40
M,E,U,11,64,61,42,18
F,E,M,49,46,2,76,71
F,B,M,54,58,3,72,67
M,C,Y,24,38,28,59,42
M,C,O,90,60,68,59,70
F,A,Y,22,18,32,40,79
M,D,M,43,45,4,74,58
M,A,Y,37,49,8,71,41
F,D,U,11,50,61,44,98
M,D,Y,16,36,47,61,37
F,A,Y,24,28,28,32,75
M,D,O,76,49,30,54,90
F,B,U,8,31,71,49,69
F,E,M,48,46,2,66,67
F,D,Y,28,31,20,43,58
M,E,O,75,32,28,51,69
M,C,O,73,54,24,44,93
M,A,Y,27,65,22,48,44
M,A,Y,20,41,37,44,37
F,C,Y,33,41,13,49,37
F,B,M,44,46,3,74,86
F,E,U,12,64,58,53,77
F,E,O,66,37,13,37,54
F,D,Y,33,34,13,42,76
F,B,Y,20,58,37,53,58
M,A,O,76,66,30,53,86
M,D,U,12,38,58,49,12
F,A,U,12,30,58,52,46
M,E,Y,20,60,37,46,40
M,D,Y,29,26,19,54,43
F,D,Y,29,41,19,52,36
M,C,U,10,33,64,51,16
M,B,M,42,48,4,75,59
M,C,Y,26,39,24,50,35
F,E,U,9,66,68,50,85
F,C,O,79,56,37,49,82
M,D,O,71,31,20,43,80
M,A,O,91,70,71,41,85
M,C,M,63,51,9,68,58
M,B,Y,19,56,39,39,42
F,C,M,62,51,8,67,51
M,C,M,61,50,7,64,53
F,B,O,91,18,71,59,30
F,E,Y,17,62,44,54,71
F,B,Y,22,70,32,37,80
M,A,U,6,52,78,55,16
M,A,O,67,23,14,38,78
M,E,Y,16,62,47,49,38
M,C,Y,36,42,9,36,39
M,B,O,86,23,55,52,74
F,A,M,42,70,4,71,45
F,A,U,13,46,55,54,90
F,D,M,41,33,5,70,79
M,D,U,14,25,52,55,16
M,A,U,5,54,81,52,24
F,B,Y,22,52,32,47,37
M,A,U,9,41,68,49,28
F,E,O,75,32,28,50,50
F,D,O,76,40,30,47,60
M,D,U,13,39,55,51,13
F,A,M,41,48,5,69,47
M,C,M,52,47,2,72,47
M,D,O,89,29,64,56,73
M,B,M,57,24,4,70,54
M,C,U,7,32,74,45,21
M,A,O,77,37,32,42,75
F,E,M,40,50,6,68,65
F,C,Y,17,36,44,43,30
M,E,Y,17,62,44,51,44
F,A,Y,19,38,39,46,61
M,B,U,8,25,71,46,16
M,B,Y,38,23,7,53,44
F,C,U,10,33,64,46,50
M,C,Y,38,43,7,65,37
F,B,U,11,38,61,46,57
F,A,U,13,52,55,50,47
M,B,O,89,40,64,63,90
F,E,U,9,66,68,49,38
M,A,U,13,50,55,52,29
M,C,M,48,46,2,79,56
M,C,U,6,32,78,54,13
F,B,U,15,59,50,52,98
M,C,U,14,35,52,54,16
F,C,Y,23,38,30,54,21
F,B,Y,22,69,32,45,24
M,B,Y,27,48,22,46,37
M,B,Y,38,22,7,45,37
F,C,Y,38,43,7,48,33
M,D,Y,23,50,30,63,35
F,E,O,89,26,64,43,28
M,E,U,11,64,61,47,22
F,B,U,12,30,58,46,78
M,E,Y,32,54,14,37,45
F,A,Y,20,40,37,42,42
M,D,U,12,38,58,53,18
M,A,O,86,17,55,48,93
F,E,U,5,68,81,50,53
M,B,M,44,116,3,79,56
M,D,M,56,46,4,74,60
F,B,U,6,53,78,50,48
M,D,Y,32,30,14,48,43
F,C,Y,19,36,39,56,62
F,C,O,66,52,13,43,83
M,C,M,41,120,5,64,49
M,D,Y,37,44,8,50,40
M,B,M,45,43,3,67,50
F,A,U,7,23,74,45,44
M,D,U,15,27,50,42,28
M,D,Y,26,43,24,43,40
M,E,Y,25,58,26,59,38
M,C,M,64,51,10,69,48
M,D,M,48,32,2,68,54
M,B,Y,29,37,19,50,37
M,B,M,59,32,6,70,59
F,D,U,11,43,61,43,98
M,C,Y,24,38,28,42,43
M,C,O,83,58,47,50,69
F,D,Y,19,47,39,63,42
F,B,M,60,55,6,71,98
F,B,M,47,33,2,70,57
M,C,U,10,33,64,51,14
M,A,O,67,51,14,62,80
F,E,O,82,29,44,49,36
M,B,Y,32,57,14,56,43
F,B,M,42,48,4,71,53
F,D,Y,22,37,32,61,65
F,A,M,41,32,5,70,84
F,E,O,94,23,81,61,42
F,D,U,12,40,58,51,38
F,C,M,62,51,8,67,90
F,D,U,12,27,58,47,40
F,A,M,45,67,3,69,61
M,B,M,46,59,2,68,47
M,E,M,53,44,2,73,57
M,E,M,53,44,2,66,57
M,D,M,53,48,2,68,55
F,D,O,94,31,81,45,41
M,D,M,58,26,5,71,51
F,B,Y,17,66,44,41,69
F,D,Y,35,46,10,54,79
F,D,M,64,30,10,78,58
M,D,U,8,42,71,53,25
M,E,Y,23,58,30,60,39
F,B,M,45,37,3,70,50
F,B,Y,16,69,47,42,64
M,E,O,80,30,39,30,81
F,E,U,15,62,50,54,58
M,D,M,50,32,2,71,59
F,A,Y,36,30,9,45,33
M,D,Y,23,30,30,42,40
F,C,M,43,44,4,73,45
M,B,Y,36,38,9,49,36
M,D,O,73,31,24,52,76
M,E,U,10,65,64,43,22
M,E,M,49,46,2,69,48
F,B,U,11,43,61,51,48
F,E,Y,21,60,34,48,62
F,D,M,62,50,8,76,92
F,B,Y,17,64,44,55,80
M,B,O,73,40,24,44,73
M,D,O,88,42,61,48,71
F,D,M,56,35,4,67,62
F,D,Y,24,48,28,47,65
M,B,U,11,25,61,50,15
F,B,M,64,30,10,63,51
F,C,Y,35,42,10,50,95
M,E,O,73,34,24,59,75
F,B,M,44,34,3,75,39
F,D,O,77,42,32,53,84
M,B,U,6,24,78,44,21
M,B,U,9,26,68,54,21
F,A,M,43,53,4,66,78
F,E,O,91,24,71,48,67
M,D,U,13,34,55,38,24
F,B,Y,38,68,7,39,86
M,C,Y,19,36,91,27,38
F,C,M,45,45,3,71,83
F,C,O,92,61,74,58,38
F,A,Y,19,30,39,43,51
F,B,M,60,32,6,81,97
M,C,O,77,56,32,57,67
F,A,O,72,25,22,43,29
M,A,M,57,20,62,66,50
M,B,Y,36,36,9,50,43
F,E,M,50,45,2,77,78
